,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,label
812,813,10,Promoter,Y,4,10,Married,Tier1,Card,10,M,m-comm,5,6,10,2,9,1
813,814,7,Passives,N,4,4,Not Married,Tier1,e-Wallet,6,F,e-comm,7,3,6,4,2,2
814,815,2,Detractor,N,4,7,Married,Tier2,Cash,5,M,call,6,5,2,4,6,2
815,816,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,4,10,8,3,5,0
816,817,5,Detractor,N,4,6,Married,Tier1,Card,4,M,call,9,8,10,3,1,0
817,818,1,Detractor,N,4,9,Not Married,Tier2,e-Wallet,4,F,call,9,4,9,9,5,2
818,819,9,Promoter,N,4,6,Married,Tier3,Cash,1,M,call,5,1,4,6,6,2
819,820,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,6,2,2,10,10,1
820,821,6,Detractor,N,4,6,Married,Tier2,Card,6,M,call,5,3,6,8,6,2
821,822,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,7,F,call,4,8,8,3,5,0
822,823,5,Detractor,N,4,2,Married,Tier1,Cash,5,M,call,5,1,3,5,2,2
823,824,4,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,3,F,call,10,9,2,10,5,0
824,825,7,Passives,N,4,10,Married,Tier3,Card,5,M,call,6,1,5,5,10,1
825,826,10,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,7,4,6,2,8,1
826,827,2,Detractor,N,4,6,Married,Tier2,Cash,2,M,call,8,9,6,10,6,0
827,828,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,7,1,4,7,10,1
828,829,7,Passives,Y,4,3,Married,Tier1,Card,7,M,e-comm,1,4,2,4,8,1
829,830,10,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,7,6,5,3,9,1
830,831,9,Promoter,N,4,6,Married,Tier3,Cash,3,M,call,4,3,1,8,3,2
831,832,3,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,call,1,6,2,4,2,0
832,833,1,Detractor,N,4,9,Married,Tier2,Card,7,M,call,7,7,1,5,6,0
833,834,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,4,F,call,4,6,10,8,1,0
834,835,1,Detractor,N,4,4,Married,Tier1,Cash,2,M,call,2,5,5,8,3,2
835,836,0,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,4,F,call,4,4,3,4,3,2
836,837,7,Passives,N,4,8,Married,Tier3,Card,6,M,call,6,2,9,7,10,1
837,838,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,6,F,call,10,9,9,9,3,0
838,839,7,Passives,Y,4,5,Married,Tier2,Cash,1,M,m-comm,2,3,4,2,4,2
839,840,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,2,F,call,8,9,3,8,1,0
840,841,7,Passives,Y,4,4,Married,Tier1,Card,2,M,e-comm,6,1,9,2,6,2
841,842,3,Detractor,N,4,10,Not Married,Tier2,e-Wallet,1,F,call,9,5,7,10,1,2
842,843,10,Promoter,Y,4,5,Married,Tier1,Cash,9,M,m-comm,7,8,9,3,8,1
843,844,4,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,1,F,call,1,6,3,7,6,0
844,845,9,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,2,1,9,8,9,1
845,846,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,4,F,call,8,6,3,1,10,1
846,847,4,Detractor,N,4,10,Married,Tier1,Cash,5,M,call,5,6,7,9,3,0
847,848,8,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,6,F,m-comm,6,4,9,4,6,1
848,849,7,Passives,N,4,2,Married,Tier3,Card,3,M,call,5,6,10,6,1,0
849,850,2,Detractor,N,4,7,Not Married,Tier1,e-Wallet,1,F,call,8,5,7,6,6,2
850,851,5,Detractor,N,4,7,Married,Tier2,Cash,6,M,call,10,7,8,9,2,0
851,852,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,2,F,call,4,10,8,5,10,1
852,853,3,Detractor,N,4,8,Married,Tier1,Card,1,M,call,5,6,2,9,4,0
853,854,5,Detractor,N,4,9,Not Married,Tier2,e-Wallet,3,F,call,6,5,8,4,5,2
854,855,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,8,3,5,7,7,1
855,856,6,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,1,F,call,4,10,7,2,2,0
856,857,3,Detractor,N,4,9,Married,Tier2,Card,5,M,call,1,4,1,3,5,2
857,858,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,6,F,call,5,9,9,2,9,1
858,859,5,Detractor,N,4,7,Married,Tier1,Cash,7,M,call,4,10,5,1,1,0
859,860,8,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,6,F,m-comm,7,7,5,8,8,1
860,861,7,Passives,N,4,1,Married,Tier3,Card,2,M,call,5,6,1,1,6,0
861,862,3,Detractor,N,4,4,Not Married,Tier1,e-Wallet,3,F,call,6,4,10,3,4,2
862,863,7,Passives,Y,4,5,Married,Tier2,Cash,1,M,m-comm,2,4,7,6,3,2
863,864,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,7,F,call,8,5,3,2,3,0
864,865,5,Detractor,N,4,10,Married,Tier1,Card,6,M,call,5,2,2,7,3,2
865,866,0,Detractor,N,4,10,Not Married,Tier2,e-Wallet,3,F,call,7,6,7,4,5,0
866,867,9,Promoter,Y,4,10,Married,Tier3,Cash,6,M,call,5,3,9,1,9,1
867,868,3,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,4,F,call,2,5,5,10,6,2
868,869,8,Passives,Y,4,1,Married,Tier2,Card,5,M,m-comm,2,5,8,3,6,1
869,870,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,7,F,call,8,1,1,1,6,2
870,871,1,Detractor,N,4,3,Married,Tier1,Cash,7,M,call,5,3,2,3,6,2
871,872,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,5,F,call,8,3,3,9,5,2
872,873,7,Passives,N,4,4,Married,Tier3,Card,4,M,call,5,5,9,10,6,2
873,874,7,Passives,N,4,2,Not Married,Tier1,e-Wallet,1,F,e-comm,1,10,3,9,2,0
874,875,0,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,5,5,2,1,1,2
875,876,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,10,F,m-comm,10,3,4,2,7,1
876,877,6,Detractor,N,4,10,Married,Tier1,Card,2,M,call,8,2,4,7,2,2
877,878,0,Detractor,N,4,8,Not Married,Tier2,e-Wallet,2,F,call,6,4,5,2,6,2
878,879,9,Promoter,N,4,4,Married,Tier3,Cash,1,M,call,5,9,10,5,8,1
879,880,7,Passives,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,e-comm,8,5,8,10,3,2
880,881,5,Detractor,N,4,1,Married,Tier2,Card,4,M,call,1,9,7,3,3,0
881,882,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,7,F,call,4,3,3,9,2,2
882,883,6,Detractor,N,4,7,Married,Tier1,Cash,6,M,call,4,2,4,5,3,2
883,884,7,Passives,N,4,10,Not Married,Tier2,Ziggy Credit,3,F,m-comm,2,4,1,5,10,1
884,885,7,Passives,N,4,6,Married,Tier3,Card,3,M,call,8,1,3,10,3,2
885,886,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,3,F,call,10,4,2,3,2,2
886,887,7,Passives,Y,4,2,Married,Tier2,Cash,3,M,m-comm,9,1,4,1,3,2
887,888,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,8,4,8,5,9,1
888,889,6,Detractor,N,4,6,Married,Tier1,Card,1,M,call,1,6,1,5,4,0
889,890,3,Detractor,N,4,2,Not Married,Tier2,e-Wallet,2,F,call,6,10,4,8,4,0
890,891,9,Promoter,N,4,5,Married,Tier3,Cash,1,M,call,5,8,1,4,1,0
891,892,6,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,6,F,call,6,3,9,7,4,2
892,893,3,Detractor,N,4,7,Married,Tier2,Card,1,M,call,10,8,4,5,4,0
893,894,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,5,3,1,2,2,2
894,895,8,Passives,Y,4,10,Married,Tier1,Cash,7,M,e-comm,8,6,10,10,9,1
895,896,1,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,4,F,call,2,10,9,1,6,0
896,897,8,Passives,Y,4,6,Married,Tier3,Card,1,M,call,8,1,8,4,1,2
897,898,8,Passives,N,4,5,Not Married,Tier1,e-Wallet,7,F,e-comm,10,4,2,3,5,1
898,899,0,Detractor,N,4,1,Married,Tier2,Cash,1,M,call,4,7,9,7,6,0
899,900,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,2,F,call,4,7,8,2,6,0
900,901,7,Passives,Y,4,6,Married,Tier1,Card,1,M,e-comm,7,9,5,4,1,0
901,902,3,Detractor,N,4,9,Not Married,Tier2,e-Wallet,2,F,call,1,4,2,1,6,2
902,903,9,Promoter,N,4,7,Married,Tier3,Cash,4,M,call,4,1,1,4,2,2
903,904,4,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,9,10,2,7,6,0
904,905,0,Detractor,N,4,3,Married,Tier2,Card,4,M,call,10,1,6,7,6,2
905,906,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,2,F,call,8,7,3,3,9,1
906,907,8,Passives,Y,4,6,Married,Tier1,Cash,4,M,e-comm,7,6,3,1,6,1
907,908,0,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,3,F,call,1,10,7,1,1,0
908,909,7,Passives,N,4,8,Married,Tier3,Card,5,M,call,8,5,2,8,3,2
909,910,7,Passives,N,4,1,Not Married,Tier1,e-Wallet,6,F,e-comm,2,10,2,5,8,1
910,911,3,Detractor,N,4,10,Married,Tier2,Cash,1,M,call,1,10,8,6,6,0
911,912,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,7,F,call,7,7,8,10,5,1
912,913,6,Detractor,N,4,7,Married,Tier1,Card,3,M,call,6,9,1,1,4,0
913,914,5,Detractor,N,4,10,Not Married,Tier2,e-Wallet,5,F,call,3,10,8,4,2,0
914,915,9,Promoter,Y,4,9,Married,Tier3,Cash,2,M,call,4,4,1,2,7,1
915,916,3,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,5,F,call,5,7,2,4,3,0
916,917,5,Detractor,N,4,4,Married,Tier2,Card,5,M,call,6,8,5,7,3,0
917,918,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,1,F,call,6,6,5,7,4,0
918,919,10,Promoter,Y,4,3,Married,Tier1,Cash,6,M,m-comm,9,8,1,7,9,1
919,920,7,Passives,N,4,7,Not Married,Tier2,Ziggy Credit,5,F,m-comm,7,5,10,9,1,2
920,921,7,Passives,N,4,6,Married,Tier3,Card,2,M,call,5,9,2,4,10,1
921,922,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,5,F,call,8,8,1,9,2,0
922,923,6,Detractor,N,4,7,Married,Tier2,Cash,4,M,call,3,7,6,4,6,0
923,924,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,7,F,call,7,3,10,1,3,2
924,925,2,Detractor,N,4,1,Married,Tier1,Card,2,M,call,9,3,3,4,2,2
925,926,1,Detractor,N,4,3,Not Married,Tier2,e-Wallet,3,F,call,3,8,1,3,1,0
926,927,9,Promoter,N,4,9,Married,Tier3,Cash,7,M,call,8,8,5,10,3,0
927,928,1,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,2,F,call,5,4,4,4,5,2
928,929,10,Promoter,Y,4,7,Married,Tier1,Card,5,M,m-comm,10,4,5,5,10,1
929,930,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,7,F,call,6,7,6,5,10,1
930,931,7,Passives,Y,4,10,Married,Tier1,Cash,2,M,e-comm,10,1,6,10,7,2
931,932,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,9,F,m-comm,2,5,4,8,7,1
932,933,7,Passives,N,4,7,Married,Tier3,Card,4,M,call,7,6,7,4,9,1
933,934,1,Detractor,N,4,5,Not Married,Tier1,e-Wallet,5,F,call,9,4,9,1,1,2
934,935,6,Detractor,N,4,5,Married,Tier2,Cash,4,M,call,1,2,9,7,3,2
935,936,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,6,F,call,4,2,6,1,7,1
936,937,7,Passives,Y,4,5,Married,Tier1,Card,4,M,e-comm,2,9,1,7,2,0
937,938,5,Detractor,N,4,9,Not Married,Tier2,e-Wallet,7,F,call,8,10,7,1,1,0
938,939,9,Promoter,N,4,9,Married,Tier3,Cash,1,M,call,6,4,5,8,8,1
939,940,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,4,4,10,8,10,1
940,941,2,Detractor,N,4,7,Married,Tier2,Card,7,M,call,9,8,10,1,5,0
941,942,9,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,10,10,5,3,9,1
942,943,5,Detractor,N,4,4,Married,Tier1,Cash,5,M,call,9,5,5,7,4,2
943,944,2,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,1,7,9,7,3,0
944,945,8,Passives,Y,4,9,Married,Tier3,Card,7,M,call,5,8,8,8,10,1
945,946,7,Passives,N,4,3,Not Married,Tier1,e-Wallet,2,F,e-comm,8,2,8,1,4,2
946,947,7,Passives,Y,4,7,Married,Tier2,Cash,5,M,m-comm,2,8,10,2,4,0
947,948,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,7,F,call,5,4,9,2,10,1
948,949,6,Detractor,N,4,8,Married,Tier1,Card,6,M,call,3,10,6,7,3,0
949,950,2,Detractor,N,4,6,Not Married,Tier2,e-Wallet,2,F,call,1,6,9,8,3,0
950,951,9,Promoter,Y,4,9,Married,Tier1,Cash,10,M,m-comm,5,9,3,8,9,1
951,952,0,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,4,F,call,2,9,8,5,6,0
952,953,4,Detractor,N,4,9,Married,Tier2,Card,2,M,call,5,10,8,2,3,0
953,954,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,2,F,call,4,2,8,10,8,2
954,955,9,Promoter,Y,4,1,Married,Tier1,Cash,5,M,m-comm,8,1,3,5,8,1
955,956,2,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,7,F,call,4,5,4,9,2,2
956,957,10,Promoter,Y,4,9,Married,Tier1,Card,9,M,m-comm,5,9,3,6,8,1
957,958,8,Passives,N,4,6,Not Married,Tier1,e-Wallet,5,F,e-comm,8,4,9,9,8,1
958,959,10,Promoter,Y,4,1,Married,Tier1,Cash,8,M,m-comm,7,1,7,10,8,1
959,960,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,10,4,5,3,7,1
960,961,8,Passives,Y,4,7,Married,Tier1,Card,6,M,e-comm,2,2,3,3,8,1
961,962,10,Promoter,N,4,6,Married,Tier1,e-Wallet,7,F,m-comm,3,9,5,6,8,1
962,963,9,Promoter,N,4,5,Married,Tier3,Cash,3,M,call,5,1,2,7,6,2
963,964,6,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,1,F,call,1,3,7,5,6,2
964,965,3,Detractor,N,4,3,Married,Tier2,Card,2,M,call,9,6,5,6,1,0
965,966,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,1,F,call,7,4,9,10,2,2
966,967,3,Detractor,N,4,7,Married,Tier1,Cash,1,M,call,5,8,3,6,6,0
967,968,6,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,5,F,call,4,10,10,2,4,0
968,969,7,Passives,N,4,8,Married,Tier3,Card,2,M,call,8,6,3,10,8,1
969,970,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,2,F,call,9,3,10,7,2,2
970,971,2,Detractor,N,4,7,Married,Tier2,Cash,3,M,call,7,9,1,7,6,0
971,972,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,8,10,6,1,7,1
972,973,9,Promoter,Y,4,1,Married,Tier1,Card,8,M,m-comm,1,2,3,6,9,1
973,974,5,Detractor,N,4,3,Not Married,Tier2,e-Wallet,7,F,call,2,9,9,8,5,0
974,975,9,Promoter,N,4,2,Married,Tier3,Cash,3,M,call,8,6,6,7,4,0
975,976,5,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,5,F,call,1,1,2,5,5,2
976,977,5,Detractor,N,4,9,Married,Tier2,Card,7,M,call,2,2,3,5,4,2
977,978,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,8,1,9,3,3,2
978,979,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,2,10,5,8,8,1
979,980,0,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,7,F,call,4,2,9,4,2,2
980,981,7,Passives,N,4,7,Married,Tier3,Card,7,M,call,6,6,7,1,7,1
981,982,5,Detractor,N,4,5,Not Married,Tier1,e-Wallet,7,F,call,7,9,9,9,5,0
982,983,4,Detractor,N,4,2,Married,Tier2,Cash,7,M,call,5,2,8,8,6,2
983,984,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,7,8,9,10,9,1
984,985,10,Promoter,Y,4,2,Married,Tier1,Card,10,M,m-comm,2,9,5,3,8,1
985,986,10,Promoter,N,4,5,Married,Tier1,e-Wallet,6,F,m-comm,8,7,9,7,10,1
986,987,9,Promoter,N,4,10,Married,Tier3,Cash,1,M,call,8,6,1,9,1,0
987,988,7,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,6,F,e-comm,2,7,2,7,9,1
988,989,5,Detractor,N,4,2,Married,Tier2,Card,3,M,call,7,5,10,9,6,2
989,990,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,2,F,call,6,4,1,7,9,1
990,991,0,Detractor,N,4,6,Married,Tier1,Cash,4,M,call,2,2,8,9,1,2
991,992,8,Passives,N,4,3,Not Married,Tier2,Ziggy Credit,3,F,m-comm,1,4,4,6,6,1
992,993,7,Passives,Y,4,1,Married,Tier3,Card,4,M,call,7,10,1,7,4,0
993,994,10,Promoter,N,4,7,Married,Tier1,e-Wallet,10,F,m-comm,7,6,1,6,8,1
994,995,2,Detractor,N,4,10,Married,Tier2,Cash,4,M,call,6,1,7,10,5,2
995,996,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,2,F,call,7,1,5,9,9,2
996,997,9,Promoter,Y,4,6,Married,Tier1,Card,6,M,m-comm,4,6,8,2,9,1
997,998,10,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,6,3,6,9,7,1
998,999,9,Promoter,N,4,1,Married,Tier3,Cash,7,M,call,6,8,4,10,3,0
999,1000,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,8,10,9,5,10,1
1000,1001,1,Detractor,N,4,8,Married,Tier2,Card,7,M,call,3,8,3,2,6,0
1001,1002,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,3,F,call,7,9,1,10,4,0
1002,1003,6,Detractor,N,4,8,Married,Tier1,Cash,2,M,call,8,3,1,6,4,2
1003,1004,3,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,1,F,call,5,7,6,2,1,0
1004,1005,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,4,1,7,8,6,2
1005,1006,3,Detractor,N,4,8,Not Married,Tier1,e-Wallet,5,F,call,1,5,2,9,2,2
1006,1007,4,Detractor,N,4,9,Married,Tier2,Cash,5,M,call,10,9,10,9,4,0
1007,1008,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,1,F,call,8,1,9,10,6,2
1008,1009,1,Detractor,N,4,8,Married,Tier1,Card,5,M,call,2,4,3,1,3,2
1009,1010,5,Detractor,N,4,4,Not Married,Tier2,e-Wallet,6,F,call,1,9,7,7,3,0
1010,1011,7,Passives,N,4,5,Married,Tier3,Cash,3,M,call,5,10,7,8,5,0
1011,1012,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,2,4,10,2,8,1
1012,1013,3,Detractor,N,4,6,Married,Tier2,Card,3,M,call,8,9,8,1,6,0
1013,1014,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,1,2,9,6,8,1
1014,1015,10,Promoter,Y,4,9,Married,Tier1,Cash,6,M,m-comm,9,9,9,8,7,1
1015,1016,2,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,1,F,call,3,7,1,2,5,0
1016,1017,7,Passives,N,4,9,Married,Tier3,Card,7,M,call,8,5,2,3,5,1
1017,1018,7,Passives,N,4,7,Not Married,Tier1,e-Wallet,6,F,e-comm,10,2,3,2,8,1
1018,1019,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,3,5,4,10,8,1
1019,1020,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,7,F,call,6,2,7,5,5,2
1020,1021,2,Detractor,N,4,6,Married,Tier1,Card,3,M,call,3,10,1,1,2,0
1021,1022,4,Detractor,N,4,5,Not Married,Tier2,e-Wallet,5,F,call,8,5,2,10,6,2
1022,1023,7,Passives,Y,4,7,Married,Tier3,Cash,7,M,call,7,7,5,8,6,1
1023,1024,2,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,6,F,call,3,6,3,1,1,0
1024,1025,1,Detractor,N,4,4,Married,Tier2,Card,3,M,call,7,6,2,2,2,0
1025,1026,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,4,F,call,8,1,3,8,6,2
1026,1027,8,Passives,Y,4,9,Married,Tier1,Cash,5,M,e-comm,7,10,9,4,4,0
1027,1028,5,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,3,F,call,10,2,7,10,6,2
1028,1029,7,Passives,N,4,1,Married,Tier3,Card,7,M,call,7,8,5,7,10,1
1029,1030,4,Detractor,N,4,5,Not Married,Tier1,e-Wallet,1,F,call,6,3,8,8,6,2
1030,1031,1,Detractor,N,4,3,Married,Tier2,Cash,5,M,call,1,4,8,3,4,2
1031,1032,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,2,F,call,7,7,9,10,7,0
1032,1033,5,Detractor,N,4,9,Married,Tier1,Card,1,M,call,5,2,9,10,4,2
1033,1034,7,Passives,N,4,3,Not Married,Tier2,e-Wallet,6,F,m-comm,9,7,8,5,3,0
1034,1035,7,Passives,Y,4,8,Married,Tier3,Cash,5,M,call,6,10,6,4,2,0
1035,1036,1,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,4,F,call,5,9,6,10,3,0
1036,1037,3,Detractor,N,4,2,Married,Tier2,Card,4,M,call,1,1,5,6,2,2
1037,1038,9,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,7,5,5,4,10,1
1038,1039,2,Detractor,N,4,8,Married,Tier1,Cash,6,M,call,8,4,2,6,1,2
1039,1040,4,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,5,F,call,7,9,1,4,4,0
1040,1041,8,Passives,Y,4,8,Married,Tier3,Card,3,M,call,4,8,8,4,9,1
1041,1042,6,Detractor,N,4,4,Not Married,Tier1,e-Wallet,4,F,call,5,8,7,8,2,0
1042,1043,0,Detractor,N,4,5,Married,Tier2,Cash,1,M,call,6,10,10,5,2,0
1043,1044,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,7,7,1,5,9,1
1044,1045,8,Passives,Y,4,2,Married,Tier1,Card,3,M,e-comm,9,4,1,2,4,2
1045,1046,9,Promoter,N,4,5,Married,Tier1,e-Wallet,8,F,m-comm,3,8,6,2,10,1
1046,1047,7,Passives,N,4,7,Married,Tier3,Cash,6,M,call,4,2,8,4,3,2
1047,1048,3,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,7,F,call,3,9,6,7,3,0
1048,1049,4,Detractor,N,4,3,Married,Tier2,Card,1,M,call,4,6,7,6,3,0
1049,1050,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,8,10,10,10,10,1
1050,1051,4,Detractor,N,4,9,Married,Tier1,Cash,5,M,call,5,4,10,8,4,2
1051,1052,1,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,5,F,call,3,7,1,10,6,0
1052,1053,7,Passives,N,4,1,Married,Tier3,Card,6,M,call,5,5,10,2,6,1
1053,1054,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,1,5,7,1,1,0
1054,1055,1,Detractor,N,4,4,Married,Tier2,Cash,4,M,call,5,4,4,4,1,2
1055,1056,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,6,F,call,7,1,4,3,5,2
1056,1057,8,Passives,Y,4,1,Married,Tier1,Card,3,M,e-comm,1,3,8,4,10,1
1057,1058,9,Promoter,N,4,6,Married,Tier1,e-Wallet,5,F,m-comm,8,9,9,4,10,1
1058,1059,7,Passives,N,4,9,Married,Tier3,Cash,5,M,call,7,7,3,10,7,1
1059,1060,0,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,4,F,call,6,3,3,1,4,2
1060,1061,6,Detractor,N,4,8,Married,Tier2,Card,2,M,call,1,10,6,8,3,0
1061,1062,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,4,F,call,4,9,5,4,7,0
1062,1063,8,Passives,Y,4,10,Married,Tier1,Cash,1,M,e-comm,9,10,5,7,9,1
1063,1064,3,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,4,F,call,8,8,6,8,2,0
1064,1065,9,Promoter,Y,4,10,Married,Tier1,Card,7,M,m-comm,5,5,5,1,10,1
1065,1066,4,Detractor,N,4,6,Not Married,Tier1,e-Wallet,1,F,call,3,7,5,5,4,0
1066,1067,6,Detractor,N,4,8,Married,Tier2,Cash,1,M,call,6,6,3,4,6,0
1067,1068,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,9,5,7,4,9,1
1068,1069,8,Passives,Y,4,8,Married,Tier1,Card,7,M,e-comm,2,9,7,1,10,1
1069,1070,0,Detractor,N,4,10,Not Married,Tier2,e-Wallet,4,F,call,5,2,10,9,4,2
1070,1071,10,Promoter,Y,4,3,Married,Tier1,Cash,7,M,m-comm,1,4,10,10,7,1
1071,1072,5,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,5,F,call,9,3,3,10,5,2
1072,1073,10,Promoter,Y,4,9,Married,Tier1,Card,7,M,m-comm,3,3,3,9,8,1
1073,1074,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,5,F,call,6,5,8,4,4,2
1074,1075,6,Detractor,N,4,2,Married,Tier1,Cash,6,M,call,4,2,10,10,4,2
1075,1076,4,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,1,F,call,1,9,2,3,2,0
1076,1077,7,Passives,N,4,1,Married,Tier3,Card,5,M,call,5,9,1,8,8,1
1077,1078,1,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,9,8,8,10,4,0
1078,1079,3,Detractor,N,4,7,Married,Tier2,Cash,2,M,call,4,1,7,7,2,2
1079,1080,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,1,1,1,7,7,1
1080,1081,6,Detractor,N,4,6,Married,Tier1,Card,6,M,call,6,4,5,7,6,2
1081,1082,9,Promoter,N,4,5,Married,Tier1,e-Wallet,9,F,m-comm,7,10,6,5,10,1
1082,1083,10,Promoter,Y,4,7,Married,Tier1,Cash,7,M,m-comm,9,7,3,9,8,1
